tblCodeID,Code,Description,tblCodeTypeID,CodeType,Created,Modified,Deprecated
XXX,LT-243,Litter - <5mm fiber/filament,XXX,XXX,XXX,XXX,XXX
XXX,LT-249,Litter - <5mm plastic particle,XXX,XXX,XXX,XXX,XXX
