tblCodeID,Code,Description,tblCodeTypeID,CodeType,Created,Modified,Deprecated
194281,PN EN ISO 17993:2005,Polish Standard - Water quality. Determination of 15 polycyclic aromatic hydrocarbons (PAH) in water by HPLC with fluorescence detection after liquid-liquid extraction (Adopted International Standard EN ISO 17993:2003),171,REFSK,2017-07-14,2017-07-14,False
197335,PN EN ISO 18412:2007,Polish Standard - Water quality Determination of chromium (VI). Photometric method for weakly contaminated water (Adopted International Standard EN ISO 18412:2006),171,REFSK,2018-09-04,2018-09-04,False
194282,PN EN ISO 18856:2006,Polish Standard - Water quality. Determination of selected phthalates using gas chromatography/mass spectrometry (Adopted International Standard EN ISO 18856:2005),171,REFSK,2017-07-14,2017-07-14,False
194283,PN EN ISO 18857-1:2009,Polish Standard - Water quality. Determination of selected alkylphenols. Part 1: Method for non-filtered samples using liquid-liquid extraction and gas chromatography with mass selective detection  (Adopted International Standard EN ISO 18857-1:2006),171,REFSK,2017-07-14,2019-08-20,False
201383,PN EN ISO 23161:2011,Polish Standard - Soil quality. Determination of selected organotin compounds. Gas chromatography method (Adopted International Standard EN ISO 23161:2009),171,REFSK,2019-08-20,2019-08-20,False
194284,PN EN ISO 6468:2002,Polish Standard - Water quality. Determination of certain organochlorine insecticides, polychlorinated biphenyls and chlorobenzenes. Gas chromatographic method after liquid-liquid extraction (Adopted International Standard EN ISO 6468:1996),171,REFSK,2017-07-14,2019-08-20,False
194285,PN EN ISO 9377-2:2003,Polish Standard - Water quality. Determination of hydrocarbon oil index. Method using solvent extraction and gas chromatography (Adopted International Standard EN ISO 9377-2:2000),171,REFSK,2017-07-14,2017-07-14,False
168906,PN EN ISO11885:2009,Polish Standard - Water Quality - Determination of Selected Elements By Inductively Coupled Plasma Optical Emission Spectrometry (icp-oes) (Adopted International Standard  ISO 11885:2007),171,REFSK,2016-11-17,2016-11-17,False
168904,PN EN ISO15586:2005,Polish Standard - Water Quality - Determination of trace elements using atomic absorption spectometry with graphite (Adopted International Standard ISO 15586:2003),171,REFSK,2016-11-17,2016-11-17,False
168905,PN EN ISO17852:2009,Polish Standard - Water Quality - Determination of Mercury - Method Using Atomic Fluorescence Spectrometry (Adopted International Standard:  ISO 17852:2006),171,REFSK,2016-11-17,2016-11-17,False
194274,PN-C-04570-09:1987,Polish Committee for Standardization - Water and waste water. Tests for metals by atomic absorption spectrometry. Determination of Cr(VI) and Cr (III). 1987,171,REFSK,2017-07-14,2017-07-14,False
194475,PN-C-04641-03:1989,Polish Committee for Standardization - Water and waste water. Test for aromatics hydrocarbons. Determination of benzene, toluene, ethylobenzene, (m+p)-xylene, isopropylobenzene and o-xylene by gas chromatography. 1989,171,REFSK,2017-08-03,2017-08-03,False
51794,R1,Hartmann-Schröder, G. (1996): Die Tierwelt Deutschlands und der angrenzenden Meeresteile. 58. Annelida, Borstenwürmer, Polychaeta. 2nd Ed. VEB Gustav Fischer Verlag, Jena,171,REFSK,2006-10-23,2006-10-23,False
80693,R10,Science of the Total Environment 245(1-3): 203-219. AMAP(2000): Asmund, G. & Cleemann, M. (2000): "Analytical Methods, Quality Assurance and Quality Control Used in the Greenland AMAP Programme".,171,REFSK,2006-10-23,2006-10-23,False
131307,R11,Walkey. A. and I. A. Black. 1934 Methods of Soil analysis. Soil Science. 37:29,171,REFSK,2008-07-30,2008-07-30,False
131395,R12,Winkler Method. Journal of Marine Research, 24, 286-318  Carritt D.E., Carpenter J.H. (1966) Comparison and evaluation of currently employed modification of the Winkler method for determining dissolved oxygen in sea water. A NASCO Report.,171,REFSK,2008-08-26,2008-08-26,False
135833,R13,Prior et al (2003). J. Agric. Food Chem. 2003, 51, 3273-3279,171,REFSK,2012-03-11,2012-03-11,False
135835,R14,Schulte-Oehlmann et al. (1997). Imposex and reproductive failure in Hydrobia ulvae (Gastropoda: Prosobranchia). Mar. Biol. 128(2), 257-266,171,REFSK,2012-03-11,2012-03-11,False
136168,R15,Habig, Pabst and Jakoby. (1974) Gluatathione S-Transferases. Journal of Biological Chemistry Vol. 249, No.22, 1974,171,REFSK,2012-08-02,2012-08-02,False
137134,R16,Dickson et al, 2007. Guide for best practices of ocean CO2 measurements,171,REFSK,2013-03-08,2013-03-08,False
137441,R17,Nature Protocols 7, 1125-1137 (2012) - Mussel micronucleus cytome assay - Claudia Bolognesi & Michael Fenech,171,REFSK,2013-05-06,2013-05-06,False
137654,R18,Karlsson, J., Nilsson, P. & Wallentinus, I. (1992). Monitoring of the phytal system on the Swedish west coast - A pilot study. Report to SEPA,171,REFSK,2013-07-10,2013-07-10,False
137655,R19,Naturvårdsverket (2004). Undersökningstyp vegetationsklädda bottnar, ostkust. Version 1 2004-04-27.: 15,171,REFSK,2013-07-10,2013-07-10,False
52861,R2,Smedes, F. 1999. Determination of total lipid using non-chlorinated solvents. The Analyst, 124:1711-1718,171,REFSK,2006-10-23,2006-10-23,False
137691,R20,Journal of AOAC International Vol. 96, No.3, 2013 Interlaboratory Proficiency Testing for Measurement of the Polycyclic Aromatic Hydrocarbon Metabolite 1-Hydroxypyrene in Fish Bile for Marine Environmental Monitoring, Kammann et al.,171,REFSK,2013-08-02,2013-08-02,False
156669,R21,Journal of Laboratory Automation - Hemoglobin Point-of-Care Testing 2013 Sanchis-Gomar 198-205,171,REFSK,2016-06-21,2016-06-21,False
156670,R22,HemoCue Hb 201+ Method and Sample collection 2014,171,REFSK,2016-06-21,2016-06-21,False
169798,R23,Methods of Seawater Analysis. Editor(s): Klaus Grasshoff, Klaus Kremling, Manfred Ehrhardt. 1999,171,REFSK,2017-04-04,2017-04-04,False
194226,R24,Talanta 93 (2012) 1-17, Krol et.al., PBDEs in environmental samples: Sampling and analysis,171,REFSK,2017-06-20,2017-06-20,False
194227,R25,Journal of Chromatography A 1219 (2012) 15-28, Papachlimitzou et. al., A review of the analysis of novel brominated flame retardants,171,REFSK,2017-06-20,2017-06-20,False
194255,R26,Journal of Chromatography A. 946 (2002) Determination of triorganotin species in water samples by liquid chromatography-electrospray-mass spectrometry" Encarna Gonzalez-Toledo. Ramon Compano. Maria Dolors Prat. Merce Granados; 1-8,171,REFSK,2017-07-06,2017-07-06,False
194256,R27,Hach method 8110 – for water; MBTH Method adapted  from Matthews, T.G. and Howell, T.C., Journal of the Air Pollution Control Association, 31 (11) 1181-1184 (1981),171,REFSK,2017-07-06,2017-07-06,False
194257,R28,Hach method 8047 – for water and wastewater; USEPA accepted (distillation required); procedure is equivalent to USEPA method 420.1 for wastewater; Adapted from Standard Methods for the Examination of Water and Wastewater,171,REFSK,2017-07-06,2017-07-06,False
197192,R29,Sharp, Z. (2005) Principles of Stable Isotope Geochemistry (Prentice Hall),171,REFSK,2018-08-31,2018-08-31,False
53179,R3,M.Hoenig et. al., Solid suspension technique, J. Anal.Atom.Spec.4(1989), 631,171,REFSK,2006-10-23,2006-10-23,False
197337,R30,Hach method 8027 – for water, wastewater and seawater.; Method adapted from Epstein Joseph, Analytical Chemistry, 1947, 19(4), 272-274,171,REFSK,2018-09-04,2019-05-20,False
199824,R31,Science of the Total Environment 331 (2004) 233–245, G.Asmund et.al., An update on analytical methods, quality assurance and quality control used in the Greenland AMAP programme: 1999–2002,171,REFSK,2019-05-20,2019-05-20,False
232247,R32,Journal of Chromatography, 328, 1985, 372-377. Separation of organochlorine residues by adsorption chromatography prior to capillary gas chromatography. D.E. Wells, A.A. Cowan, A.E.G. Christie,171,REFSK,2021-03-23,2021-03-23,False
53217,R4,Bligh & Dyer method,171,REFSK,2006-10-23,2006-10-23,False
53218,R5,Soxhlet method,171,REFSK,2006-10-23,2006-10-23,False
53219,R6,Smedes method,171,REFSK,2006-10-23,2006-10-23,False
78026,R7,The GEEP Workshop: organic chemical analyses Mar. Ecol. Prog. Ser. Vol. 46:19:26, J. Klungsøyr, S. Wilhelmsen, K. Westrheim, E. Sætvedt, K. Palmork 1988,171,REFSK,2006-10-23,2006-10-23,False
78147,R8,Appl. Organometallic Chem. Vol 11 1997: Organotin Speciation in Environmental Samples by Capillary GC & PFPD. Jacobsen,171,REFSK,2006-10-23,2006-10-23,False
80692,R9,J. Environ. Monit., 2001, 3, 543-547 Christensen(2001): J.H. Christensen and J. Platz. "Screening of polybrominated diphenyl ethers in blue mussels, marine and freshwater sediments in Denmark",171,REFSK,2006-10-23,2006-10-23,False
135463,RS-DET-1993,Russian Standard for detergents - Oradovsky's Manual for Chemical Analysis of Seawater 1993,171,REFSK,2011-09-21,2011-09-21,False
135464,RS-PHE-1993,Russian Standard for phenols - Oradovsky's Manual for Chemical Analysis of Seawater 1993,171,REFSK,2011-09-21,2011-09-21,False
130523,SFS 5502,Finnish standard 5502:1990. Metal content of water, sludge and sediment determined by flameless atomic absorption spectrometry. Atomization in a graphite furnace. Special guidelines for aluminium, cadmium, cobalt, chromium, copper, lead, manganese, nickel and iron.,171,REFSK,2007-12-11,2007-12-11,False
77998,SS 028150-2,Swedish Standard for Cd, Cu, Pb, Zn,171,REFSK,2006-10-23,2006-10-23,False
77997,SS 028175-1,Swedish Standard for Mercury,171,REFSK,2006-10-23,2006-10-23,False
131231,SS 028183-1986,Swedish Standard for metals,171,REFSK,2008-06-11,2008-06-11,False
78001,SS-EN 11465,Swedish Standard for Dry matter analysis,171,REFSK,2006-10-23,2006-10-23,False
132402,SS-EN 13346,Swedish Standard for Characterization of sludges - Determination of trace elements and phosphorus - Aqua regia extraction methods,171,REFSK,2010-07-13,2010-07-13,False
135526,SS-EN ISO 17294-2,Swedish Standard - Water quality - Application of inductively coupled plasma mass spectrometry (ICP-MS) - Part 2: Determination of 62 elements,171,REFSK,2011-10-06,2020-04-20,False
132403,SS-EN13346mod/SS11885-1,Swedish Standard - modified SS-EN13346mod/SS11885-1 for MN and FE in sediment,171,REFSK,2010-07-13,2020-04-20,False
197077,SS-EN13805-2014,Swedish Standard - Foodstuffs - Determination of trace elements - Pressure digestion 2014,171,REFSK,2018-08-24,2020-04-20,False
53614,T1,Times No. 1 Cadmium and lead: determination in organic matrices with electrothermal furnace atomic absorption spectrophotometry.,171,REFSK,2006-10-23,2006-10-23,False
53622,T10,Times No. 10 Organic halogens: determination in marine media of adsorbable, volaltile, or extractable compund totals,171,REFSK,2006-10-23,2006-10-23,False
51718,T11,Times No. 11 Oyster (Crassostrea gigas) embryo bioassy,171,REFSK,2006-10-23,2006-10-23,False
51793,T12,Times No. 12 Review of methods for analysis in sea water, biota, and sediment,171,REFSK,2006-10-23,2006-10-23,False
51719,T13,Times No. 13 Microplate method for measurement of ethoxyresorufin-O-deethylase (EROD) in fish,171,REFSK,2006-10-23,2006-10-23,False
51717,T19,Times No. 19 Common diseases & parastites of fish in the North Atlantic: Training guide for identification,171,REFSK,2006-10-23,2006-10-23,False
53615,T2,Times No. 2 Trace metals in sea water: sampling and storage methods.,171,REFSK,2006-10-23,2006-10-23,False
53623,T21,Times No. 21 Chlorobiphenyls in marine sediments: Guidelines for determination,171,REFSK,2006-10-23,2006-10-23,False
53624,T22,Times No. 22 Biological effects of contaminants: Cholinesterase inhibition by organophosphate and carbamate compounds.,171,REFSK,2006-10-23,2006-10-23,False
51715,T23,Times No. 23 Determinantion of CYP1A-dependent mono-oxygenase activity in dab by fluorimetric measurement of EROD activity,171,REFSK,2006-10-23,2006-10-23,False
51716,T24,Times No. 24 Use of imposex in the dogwhelk (Nucella lapillus) as a bioindicator of tributyltin (TBT) pollution,171,REFSK,2006-10-23,2006-10-23,False
51720,T25,Times No. 25 Measurement of DNA adducts in fish by 32P-postlabelling,171,REFSK,2006-10-23,2006-10-23,False
51721,T26,Times No. 26 Quantification of metallothionein (MT) in fish liver tissue,171,REFSK,2006-10-23,2006-10-23,False
51795,T27,Times No. 27 Soft bottom macrofauna: Collection, treatment, and quality assurance of samples,171,REFSK,2006-10-23,2006-10-23,False
51713,T28,Times No. 28 Corophium sp. sediment bioassy & toxicity test,171,REFSK,2006-10-23,2006-10-23,False
51714,T29,Times No. 29 Sediment bioassy using the polychaete Arenicola marina,171,REFSK,2006-10-23,2006-10-23,False
53616,T3,Times No. 3 Cadmium in marine sediments: determination by graphite furnace atomic absorption spectroscopy.,171,REFSK,2006-10-23,2006-10-23,False
53612,T30,Times No. 30 Chlorophyll a: Determination by spectroscopic methods.,171,REFSK,2006-10-23,2006-10-23,False
53613,T31,Times No. 31 Biological effects of contaminants: Radioimmunoassay (RIA) and enzyme-linked immunosorbent assay (ELISA) techniques for the measurement of marine fish vitellogenins.,171,REFSK,2006-10-23,2006-10-23,False
53625,T32,Times No. 32 Biological monitoring: General guidelines for quality assurance,171,REFSK,2006-10-23,2013-04-17,False
53626,T33,Times No. 33 Recruitment studies: Manual on precision and accurancy of tools,171,REFSK,2006-10-23,2013-04-17,False
53627,T34,Times No. 34 Biological effects of contaminants: quantification of  -aminolevulinic acid dehydratase (ALA-D) activity in fish blood,171,REFSK,2006-10-23,2006-10-23,False
53628,T35,Times No. 35 Chemical measurements in the Baltic Sea: Guidelines on quality assurance,171,REFSK,2006-10-23,2013-04-17,False
53629,T36,Times No. 36 Biological effects of contaminants: Measurement of lysosomal membrane stability,171,REFSK,2006-10-23,2013-04-17,False
53630,T37,Times No. 37 Biological effects of contaminants: Use of intersex in the periwinkle (Littorina littorea) as a biomarker of tributyltin pollution,171,REFSK,2006-10-23,2013-04-17,False
53631,T38,Times No. 38 Use of Liver Pathology of Flatfish for Monitoring Biological Effects of Contaminants,171,REFSK,2006-10-23,2006-10-23,False
120971,T39,Times No. 39 Review of analytical methods for determining metabolites of polycyclic aromatic compounds (PACs) in fish bile.,171,REFSK,2006-11-02,2006-11-02,False
53617,T4,Times No. 4 Lipophilic organic material: an apparatus for extracting solids used for their concentration from sea water.,171,REFSK,2006-10-23,2006-10-23,False
120972,T40,Times No. 40 Biological effects of contaminants: Measurement of scope for growth in mussels.,171,REFSK,2006-11-02,2006-11-02,False
132092,T41,Times No. 41 Biological effects of contaminants: the use of embryo aberrations in amphipod crustaceans for measuring effects of environmental stressors,171,REFSK,2009-12-03,2009-12-03,False
132093,T42,Times No. 42 Guidelines for the study of the epibenthos of subtidal environments,171,REFSK,2009-12-03,2009-12-03,False
132094,T43,Times No. 43 Collection, treatment, and quality assurance of samples,171,REFSK,2009-12-03,2009-12-03,False
135465,T44,Times No. 44 Determination of Hexabromocyclododecane (HBCD) in sediment and biota,171,REFSK,2011-09-21,2011-09-21,False
135466,T45,Times No. 45 Determination of parent and alkylated polycyclic aromatic hydrocarbons (PAHs) in biota and sediment,171,REFSK,2011-09-21,2011-09-21,False
135467,T46,Times No. 46 Determination of polybrominated diphenyl ethers (PBDEs) in sediment and biota,171,REFSK,2011-09-21,2011-09-21,False
135468,T47,Times No. 47 Monitoring organotins in marine biota,171,REFSK,2011-09-21,2011-09-21,False
135469,T48,Times No. 48 Determination of perfluoroalkyl compounds in water, sediment, and biota,171,REFSK,2011-09-21,2011-09-21,False
136164,T49,Times No. 49 Determination of alkylphenol metabolites in fish bile using solid-phase analytical derivatization (SPAD) and gas chromatography–mass spectrometry in electron ionization mode (GC-EI-MS),171,REFSK,2012-08-02,2012-08-02,False
53618,T5,Times No. 5 Primary production: guidelines for measurement by 14C incorporation.,171,REFSK,2006-10-23,2006-10-23,False
136165,T50,Times No. 50 Determination of polychlorinated dibenzo-pdioxins, polychlorinated dibenzofurans, and dioxin-like polychlorinated biphenyls in biota and sediment,171,REFSK,2012-08-02,2012-08-02,False
136166,T51,Times No. 51 Biological effects of contaminants: Paracentrotus lividus sea urchin embryo test with marine sediment elutriates,171,REFSK,2012-08-02,2012-08-02,False
136167,T52,Times No. 52 Guidelines for passive sampling of hydrophobic contaminants in water using silicone rubber samplers,171,REFSK,2012-08-02,2012-08-02,False
137424,T53,Times No. 53 Determination of Polychlorinated biphenyls (PCBs) in sediment and biota,171,REFSK,2013-05-02,2013-05-02,False
137425,T54,Times No. 54 Biological Effects of Contaminants: Oyster (Crassostrea gigas) Embryo Bioassay,171,REFSK,2013-05-02,2013-05-02,False
137697,T55,Times No. 55 Protocol for measuring dioxin-like activity in environmental samples using LUC assays,171,REFSK,2013-08-05,2013-08-05,False
156648,T56,Times No. 56 Lysosomal membrane stability in mussels,171,REFSK,2016-06-16,2016-06-16,False
194881,T57,Times No. 57 Determination of CYP1A-dependent mono-oxygenase activity in dab by fluorimetric measurement of EROD activity in S9 or microsomal liver fractions,171,REFSK,2017-10-25,2017-10-25,False
194882,T58,Times No. 58 Biological effects of contaminants: Assessing DNA damage in marine species through single-cell alkaline gel electrophoresis (comet) assay,171,REFSK,2017-10-25,2017-10-25,False
194883,T60,Times No. 60 Supporting variables for biological effects measurements in fish and blue mussel,171,REFSK,2017-10-25,2017-10-25,False
194884,T61,Times No. 61 Guidelines for determining polymer-water and polymer-polymer partition coefficients of organic compounds,171,REFSK,2017-10-25,2017-10-25,False
53619,T7,Times No. 7 Suspended particulate matter: collection methods for gravimetric and trace metal analysis,171,REFSK,2006-10-23,2006-10-23,False
53620,T8,Times No. 8 Soft bottom macrofauna: collection and treatment of samples.,171,REFSK,2006-10-23,2006-10-23,False
53621,T9,Times No. 9 Sediments and suspended particulate matter: total and partial methods of digestion,171,REFSK,2006-10-23,2006-10-23,False
